SITE	CAMPSITE	FMSS	UTM_E_27	UTM_N_27	LON_27	LAT_27	LON_DMS_27	LAT_DMS_27	UTM_E_83	UTM_N_83	LON_83	LAT_83	LON_DMS_83	LAT_DMS_83	GPS_DATE	DATAFILE	MAX_PDOP	MAX_HDOP	UNFILT_POS	HORZ_PREC	STD_DEV	East_UTM84	Nor_UTM84
NS-15-S/102	Valley View	91523	426825.42400	4473678.06900	-105.86243	40.41241	"W105? 51? 44.76"""	"N40? 24? 44.66"""	426779.16851	4473887.55620	-105.86300	40.41239	"W105? 51? 46.8"""	"N40? 24? 44.6"""	8/16/2005	I081619A.cor	0.00000	0.00000	122.00000	3.00000	11.00000	426785.61096400000	4473881.91365000000
NS-1-E/111	Box Canyon	91531	426546.17500	4479919.16900	-105.86644	40.46860	"W105? 51? 59.2"""	"N40? 28? 06.97"""	426499.97964	4480128.70613	-105.86701	40.46859	"W105? 52? 01.25"""	"N40? 28? 06.91"""	7/18/2005	G071821B.cor	10.00000	3.00000	123.00000	2.00000	6.00000	426506.36120300000	4480123.02894000000
NS-1-W/111	Box Canyon	91531	426477.86500	4479998.31800	-105.86726	40.46931	"W105? 52? 02.13"""	"N40? 28? 09.51"""	426431.66945	4480207.85578	-105.86783	40.46929	"W105? 52? 04.18"""	"N40? 28? 09.45"""	7/18/2005	G071821B.cor	8.00000	4.00000	137.00000	3.00000	3.00000	426438.05103500000	4480202.17814000000
NS-2-G/109	Ditch Camp	91529	426954.62800	4478733.96100	-105.86149	40.45796	"W105? 51? 41.37"""	"N40? 27? 28.66"""	426908.42640	4478943.48846	-105.86206	40.45795	"W105? 51? 43.41"""	"N40? 27? 28.6"""	7/19/2005	G071914B.cor	6.00000	5.00000	122.00000	3.00000	4.00000	426914.81521600000	4478937.81804000000
NS-2-M/109	Ditch Camp	91529	426953.03600	4478732.04100	-105.86151	40.45794	"W105? 51? 41.43"""	"N40? 27? 28.6"""	426906.83436	4478941.56844	-105.86208	40.45793	"W105? 51? 43.48"""	"N40? 27? 28.54"""	7/29/2005	I072920A.cor	0.00000	0.00000	123.00000	2.00000	8.00000	426913.22321200000	4478935.89804000000
NS-2-W/109	Ditch Camp	91529	426885.18200	4478725.40900	-105.86231	40.45788	"W105? 51? 44.31"""	"N40? 27? 28.36"""	426838.97930	4478934.93646	-105.86288	40.45786	"W105? 51? 46.36"""	"N40? 27? 28.3"""	7/29/2005	I072921A.cor	0.00000	0.00000	123.00000	2.00000	2.00000	426845.36904600000	4478929.26602000000
NS-3/108	Stage Road	91528	428146.24000	4478313.60400	-105.84739	40.45428	"W105? 50? 50.61"""	"N40? 27? 15.4"""	428100.05145	4478523.12683	-105.84796	40.45426	"W105? 50? 52.65"""	"N40? 27? 15.35"""	7/29/2005	I072915A.cor	0.00000	0.00000	122.00000	2.00000	8.00000	428106.43013200000	4478517.46003000000
NS-4-E/106	Hitchens Gulch	91526	425957.73800	4475840.86000	-105.87291	40.43181	"W105? 52? 22.47"""	"N40? 25? 54.52"""	425911.49212	4476050.36614	-105.87348	40.43180	"W105? 52? 24.52"""	"N40? 25? 54.46"""	7/30/2005	I073015B.cor	0.00000	0.00000	122.00000	3.00000	4.00000	425917.92281800000	4476044.70994000000
NS-4-W/106	Hitchens Gulch	91526	425934.95000	4475852.17400	-105.87318	40.43191	"W105? 52? 23.45"""	"N40? 25? 54.88"""	425888.70391	4476061.68027	-105.87375	40.43190	"W105? 52? 25.49"""	"N40? 25? 54.82"""	7/30/2005	I073015A.cor	0.00000	0.00000	123.00000	4.00000	1.00000	425895.13476200000	4476056.02396000000
NS-5-L/099	Jackstraw	91520	431503.50900	4469643.88100	-105.80687	40.37646	"W105? 48? 24.73"""	"N40? 22? 35.26"""	431457.27991	4469853.31834	-105.80743	40.37645	"W105? 48? 26.76"""	"N40? 22? 35.21"""	8/17/2005	H081717A.cor	6.00000	4.00000	124.00000	3.00000	3.00000	431463.70743500000	4469847.71582000000
NS-5-U/099	Jackstraw	91520	431563.45600	4469951.16700	-105.80620	40.37924	"W105? 48? 22.3"""	"N40? 22? 45.25"""	431517.23095	4470160.60706	-105.80676	40.37922	"W105? 48? 24.34"""	"N40? 22? 45.19"""	8/17/2005	H081717A.cor	12.00000	8.00000	121.00000	5.00000	21.00000	431523.65457700000	4470155.00257000000
NS-6-E/112	La Poudre Pass	91532	429898.13800	4480426.70600	-105.82697	40.47346	"W105? 49? 37.08"""	"N40? 28? 24.47"""	429851.99676	4480636.24569	-105.82753	40.47345	"W105? 49? 39.12"""	"N40? 28? 24.41"""	7/19/2005	G071916A.cor	10.00000	4.00000	122.00000	2.00000	3.00000	429858.33238600000	4480630.56723000000
NS-6-S/112	La Poudre Pass	91532	429802.00800	4480394.17100	-105.82810	40.47316	"W105? 49? 41.15"""	"N40? 28? 23.39"""	429755.86502	4480603.71044	-105.82866	40.47315	"W105? 49? 43.18"""	"N40? 28? 23.33"""	7/19/2005	G071916A.cor	11.00000	6.00000	121.00000	2.00000	2.00000	429762.20215100000	4480598.03215000000
NS-6-W/112	La Poudre Pass	91532	429814.77300	4480515.70100	-105.82796	40.47426	"W105? 49? 40.65"""	"N40? 28? 27.33"""	429768.63146	4480725.24150	-105.82853	40.47424	"W105? 49? 42.69"""	"N40? 28? 27.27"""	7/19/2005	G071916A.cor	12.00000	6.00000	122.00000	2.00000	14.00000	429774.96718100000	4480719.56245000000
NS-8/104	Opposition Creek	91524	425659.50000	4473301.43500	-105.87613	40.40891	"W105? 52? 34.06"""	"N40? 24? 32.07"""	425613.22368	4473510.92220	-105.87670	40.40889	"W105? 52? 36.11"""	"N40? 24? 32.02"""	8/16/2005	I081619D.cor	0.00000	0.00000	124.00000	2.00000	2.00000	425619.68412200000	4473505.27871000000
NS-9/105	Red Gulch Group	91525	425845.36900	4471263.68900	-105.87370	40.39057	"W105? 52? 25.32"""	"N40? 23? 26.05"""	425799.07443	4471473.15986	-105.87427	40.39055	"W105? 52? 27.37"""	"N40? 23? 25.99"""	8/16/2005	I081620A.cor	0.00000	0.00000	121.00000	2.00000	2.00000	425805.55360200000	4471467.52772000000
T-10/087	Sunrise	91078	432826.71100	4463711.55300	-105.79066	40.32313	"W105? 47? 26.37"""	"N40? 19? 23.26"""	432780.43984	4463920.92604	-105.79122	40.32311	"W105? 47? 28.41"""	"N40? 19? 23.21"""	7/26/2005	G072614B.cor	7.00000	5.00000	123.00000	2.00000	7.00000	432786.91273200000	4463915.37330000000
T-11/086	Sunset	90790	432209.96300	4463466.46200	-105.79789	40.32087	"W105? 47? 52.41"""	"N40? 19? 15.13"""	432163.68039	4463675.83596	-105.79846	40.32086	"W105? 47? 54.44"""	"N40? 19? 15.08"""	7/26/2005	G072614A.cor	10.00000	7.00000	122.00000	3.00000	19.00000	432170.16323000000	4463670.28169000000
T-12/094	Timberline	91515	436394.89600	4465257.10600	-105.74882	40.33733	"W105? 44? 55.74"""	"N40? 20? 14.39"""	436348.69247	4465466.47651	-105.74938	40.33732	"W105? 44? 57.77"""	"N40? 20? 14.34"""	7/26/2005	H072616A.cor	11.00000	5.00000	129.00000	3.00000	8.00000	436355.10642300000	4465460.93012000000
T-13-G/091	Tonahutu Group/Stock	91086	436370.10700	4464354.17800	-105.74902	40.32919	"W105? 44? 56.47"""	"N40? 19? 45.1"""	436323.89375	4464563.53868	-105.74958	40.32918	"W105? 44? 58.5"""	"N40? 19? 45.05"""	7/26/2005	H072616B.cor	5.00000	3.00000	2.00000	2.00000	0.00000	436330.31737200000	4464557.99991000000
T-14-1/090	Tonahutu Meadows	91085	435702.45500	4463910.25400	-105.75683	40.32514	"W105? 45? 24.6"""	"N40? 19? 30.52"""	435656.22749	4464119.61365	-105.75740	40.32513	"W105? 45? 26.63"""	"N40? 19? 30.47"""	7/26/2005	G072616A.cor	4.00000	3.00000	16.00000	2.00000	1.00000	435662.66374800000	4464114.07482000000
T-14-2/090	Tonahutu Meadows	91085	435703.09300	4463939.52500	-105.75683	40.32541	"W105? 45? 24.58"""	"N40? 19? 31.47"""	435656.86581	4464148.88496	-105.75739	40.32539	"W105? 45? 26.61"""	"N40? 19? 31.41"""	7/26/2005	G072616B.cor	5.00000	3.00000	2.00000	2.00000	0.00000	435663.30174900000	4464143.34589000000
T-15-1/096	Upper Onahu	91517	430960.89300	4465288.80400	-105.81279	40.33718	"W105? 48? 46.04"""	"N40? 20? 13.86"""	430914.61111	4465498.20220	-105.81335	40.33717	"W105? 48? 48.08"""	"N40? 20? 13.81"""	7/24/2005	H072416B.cor	12.00000	7.00000	129.00000	3.00000	12.00000	430921.09016100000	4465492.62814000000
T-15-2/096	Upper Onahu	91517	430924.41300	4465297.65500	-105.81322	40.33726	"W105? 48? 47.59"""	"N40? 20? 14.14"""	430878.13068	4465507.05346	-105.81378	40.33725	"W105? 48? 49.63"""	"N40? 20? 14.09"""	7/24/2005	H072416B.cor	12.00000	7.00000	287.00000	3.00000	7.00000	430884.61007200000	4465501.47916000000
T-16/092	Renegade	91502	436547.33000	4464820.95100	-105.74698	40.33341	"W105? 44? 49.12"""	"N40? 20? 00.29"""	436501.12417	4465030.31520	-105.74754	40.33340	"W105? 44? 51.15"""	"N40? 20? 00.23"""	7/26/2005	H072615B.cor	11.00000	4.00000	122.00000	2.00000	6.00000	436507.54080000000	4465024.77406000000
T-1-G/085	Big Meadows Group	90789	431355.35100	4462335.44300	-105.80783	40.31061	"W105? 48? 28.18"""	"N40? 18? 38.2"""	431309.04435	4462544.81074	-105.80839	40.31060	"W105? 48? 30.22"""	"N40? 18? 38.15"""	7/24/2005	H072420A.cor	5.00000	2.00000	125.00000	1.00000	6.00000	431315.54915800000	4462539.25991000000
T-2-1/089	Granite Falls	91084	434502.09500	4463331.47000	-105.77090	40.31984	"W105? 46? 15.24"""	"N40? 19? 11.41"""	434455.84415	4463540.82993	-105.77147	40.31982	"W105? 46? 17.28"""	"N40? 19? 11.36"""	7/26/2005	G072615B.cor	10.00000	4.00000	122.00000	3.00000	3.00000	434462.30082500000	4463535.28938000000
T-2-2/089	Granite Falls	91084	434545.66700	4463382.30400	-105.77039	40.32030	"W105? 46? 13.42"""	"N40? 19? 13.07"""	434499.41730	4463591.66423	-105.77096	40.32028	"W105? 46? 15.45"""	"N40? 19? 13.02"""	7/26/2005	G072615B.cor	9.00000	5.00000	123.00000	1.00000	5.00000	434505.87293100000	4463586.12351000000
T-3-1/093	Haynach	91504	435992.67900	4465003.93700	-105.75353	40.33502	"W105? 45? 12.69"""	"N40? 20? 06.07"""	435946.46701	4465213.30717	-105.75409	40.33500	"W105? 45? 14.72"""	"N40? 20? 06.01"""	7/26/2005	H072615A.cor	8.00000	3.00000	155.00000	2.00000	2.00000	435952.88844400000	4465207.76050000000
T-3-2/093	Haynach	91504	435962.71600	4465053.06700	-105.75388	40.33546	"W105? 45? 13.98"""	"N40? 20? 07.66"""	435916.50409	4465262.43786	-105.75445	40.33544	"W105? 45? 16.01"""	"N40? 20? 07.6"""	7/26/2005	H072615A.cor	8.00000	3.00000	129.00000	2.00000	2.00000	435922.92537100000	4465256.89062000000
T-4-1/082	Lodgepole	90783	430733.53900	4459106.76000	-105.81480	40.28147	"W105? 48? 53.26"""	"N40? 16? 53.31"""	430687.19005	4459316.10062	-105.81536	40.28146	"W105? 48? 55.3"""	"N40? 16? 53.25"""	8/7/2005	G080715A.cor	9.00000	5.00000	139.00000	3.00000	9.00000	430693.73567800000	4459310.56899000000
T-4-2/082	Lodgepole	90783	430724.18400	4459085.28500	-105.81490	40.28128	"W105? 48? 53.65"""	"N40? 16? 52.61"""	430677.83469	4459294.62548	-105.81547	40.28127	"W105? 48? 55.69"""	"N40? 16? 52.55"""	8/7/2005	G080715A.cor	12.00000	8.00000	128.00000	2.00000	18.00000	430684.38065500000	4459289.09394000000
T-5-1/088	Lower Granite Falls	91082	434186.32200	4463241.50800	-105.77461	40.31900	"W105? 46? 28.59"""	"N40? 19? 08.41"""	434140.06565	4463450.86873	-105.77517	40.31899	"W105? 46? 30.62"""	"N40? 19? 08.35"""	7/26/2005	G072615A.cor	8.00000	3.00000	123.00000	2.00000	4.00000	434146.52705500000	4463445.32716000000
T-5-2/088	Lower Granite Falls	91082	434215.26700	4463218.58000	-105.77427	40.31880	"W105? 46? 27.35"""	"N40? 19? 07.67"""	434169.01083	4463427.94032	-105.77483	40.31878	"W105? 46? 29.39"""	"N40? 19? 07.62"""	7/26/2005	G072615A.cor	10.00000	5.00000	124.00000	3.00000	9.00000	434175.47212600000	4463422.39910000000
T-6-1/097	Onahu Bridge	91518	431170.89000	4465323.23300	-105.81032	40.33751	"W105? 48? 37.15"""	"N40? 20? 15.04"""	431124.61151	4465532.63048	-105.81089	40.33750	"W105? 48? 39.19"""	"N40? 20? 14.99"""	7/24/2005	H072417A.cor	6.00000	2.00000	123.00000	2.00000	2.00000	431131.08767300000	4465527.05723000000
T-6-2/097	Onahu Bridge	91518	431184.31000	4465333.70800	-105.81016	40.33761	"W105? 48? 36.59"""	"N40? 20? 15.39"""	431138.03181	4465543.10551	-105.81073	40.33759	"W105? 48? 38.62"""	"N40? 20? 15.33"""	7/24/2005	H072417A.cor	6.00000	3.00000	126.00000	2.00000	5.00000	431144.50770600000	4465537.53225000000
T-7-1/095	Onahu Creek	91516	429803.44700	4464921.23600	-105.82637	40.33378	"W105? 49? 34.94"""	"N40? 20? 01.6"""	429757.14456	4465130.63660	-105.82694	40.33376	"W105? 49? 36.98"""	"N40? 20? 01.54"""	7/24/2005	H072415A.cor	12.00000	6.00000	153.00000	2.00000	8.00000	429763.64134000000	4465125.05922000000
T-7-2/095	Onahu Creek	91516	429748.63800	4464901.48600	-105.82702	40.33359	"W105? 49? 37.26"""	"N40? 20? 00.94"""	429702.33456	4465110.88670	-105.82758	40.33358	"W105? 49? 39.3"""	"N40? 20? 00.88"""	7/24/2005	H072415A.cor	11.00000	4.00000	126.00000	2.00000	3.00000	429708.83220700000	4465105.30918000000
T-8-N/083	Paint Brush	90785	430980.25200	4460753.89000	-105.81207	40.29633	"W105? 48? 43.45"""	"N40? 17? 46.8"""	430933.92361	4460963.24479	-105.81264	40.29632	"W105? 48? 45.49"""	"N40? 17? 46.74"""	8/7/2005	G080716A.cor	10.00000	5.00000	208.00000	2.00000	13.00000	430940.44926100000	4460957.70303000000
T-8-S/083	Paint Brush	90785	430990.60700	4460695.12000	-105.81194	40.29580	"W105? 48? 42.99"""	"N40? 17? 44.9"""	430944.27815	4460904.47415	-105.81251	40.29579	"W105? 48? 45.03"""	"N40? 17? 44.84"""	8/7/2005	G080716A.cor	12.00000	4.00000	132.00000	2.00000	11.00000	430950.80428600000	4460898.93289000000
T-9/084	South Meadows	90787	430945.68800	4460828.40400	-105.81249	40.29700	"W105? 48? 44.95"""	"N40? 17? 49.21"""	430899.35988	4461037.75972	-105.81305	40.29699	"W105? 48? 46.99"""	"N40? 17? 49.15"""	8/7/2005	G080717A.cor	8.00000	4.00000	210.00000	2.00000	8.00000	430905.88517500000	4461032.21721000000
W-1/052	Aspen Knoll	90679	449274.04000	4450145.40800	-105.59600	40.20207	"W105? 35? 45.62"""	"N40? 12? 07.46"""	449227.89977	4450354.50014	-105.59656	40.20206	"W105? 35? 47.62"""	"N40? 12? 07.4"""	7/12/2005	H071217A.cor	11.00000	5.00000	128.00000	3.00000	2.00000	449234.28198400000	4450349.19524000000
W-10/060	Pear Lake	90690	446935.82400	4447428.63000	-105.62325	40.17745	"W105? 37? 23.71"""	"N40? 10? 38.82"""	446889.64833	4447637.71858	-105.62381	40.17744	"W105? 37? 25.72"""	"N40? 10? 38.77"""	7/11/2005	G071118B.cor	5.00000	3.00000	123.00000	1.00000	3.00000	446896.06030700000	4447632.41057000000
W-11-L/050	Pine Ridge	90677	450029.90400	4449999.31600	-105.58711	40.20080	"W105? 35? 13.6"""	"N40? 12? 02.88"""	449983.77322	4450208.40005	-105.58767	40.20079	"W105? 35? 15.61"""	"N40? 12? 02.83"""	7/23/2005	G072314A.cor	12.00000	10.00000	125.00000	2.00000	8.00000	449990.14782900000	4450203.10289000000
W-11-U/050	Pine Ridge	90677	449971.49200	4450009.02700	-105.58780	40.20088	"W105? 35? 16.08"""	"N40? 12? 03.18"""	449925.36049	4450218.11166	-105.58836	40.20087	"W105? 35? 18.08"""	"N40? 12? 03.13"""	7/23/2005	G072314A.cor	11.00000	8.00000	128.00000	3.00000	10.00000	449931.73568600000	4450212.81391000000
W-12-1/049	Sandbeach Lake	90676	448958.04100	4452209.97600	-105.59988	40.22065	"W105? 35? 59.57"""	"N40? 13? 14.35"""	448911.90118	4452419.08933	-105.60044	40.22064	"W105? 36? 01.58"""	"N40? 13? 14.29"""	8/9/2005	G080917A.cor	5.00000	3.00000	123.00000	2.00000	2.00000	448918.28219700000	4452413.76829000000
W-12-2/049	Sandbeach Lake	90676	448960.07800	4452148.03400	-105.59985	40.22009	"W105? 35? 59.47"""	"N40? 13? 12.34"""	448913.93807	4452357.14676	-105.60041	40.22008	"W105? 36? 01.48"""	"N40? 13? 12.28"""	8/9/2005	G080917A.cor	5.00000	4.00000	124.00000	3.00000	1.00000	448920.31920200000	4452351.82614000000
W-12-3/049	Sandbeach Lake	90676	448954.74400	4452071.01100	-105.59991	40.21940	"W105? 35? 59.67"""	"N40? 13? 09.84"""	448908.60383	4452280.12313	-105.60047	40.21938	"W105? 36? 01.68"""	"N40? 13? 09.79"""	8/9/2005	G080917A.cor	6.00000	4.00000	122.00000	2.00000	3.00000	448914.98519000000	4452274.80295000000
W-12-4/049	Sandbeach Lake	90676	448952.92500	4452027.72700	-105.59993	40.21901	"W105? 35? 59.74"""	"N40? 13? 08.44"""	448906.78471	4452236.83876	-105.60048	40.21899	"W105? 36? 01.74"""	"N40? 13? 08.38"""	8/9/2005	H080917B.cor	5.00000	4.00000	129.00000	2.00000	3.00000	448913.16618600000	4452231.51885000000
W-12-G/049	Sandbeach Lake	90676	448905.47400	4452286.50400	-105.60050	40.22134	"W105? 36? 01.82"""	"N40? 13? 16.82"""	448859.33365	4452495.61849	-105.60106	40.22132	"W105? 36? 03.83"""	"N40? 13? 16.76"""	8/9/2005	H080917A.cor	9.00000	5.00000	123.00000	2.00000	3.00000	448865.71506800000	4452490.29648000000
W-13/053	Siskin	90680	448866.74100	4450366.86900	-105.60081	40.20404	"W105? 36? 02.91"""	"N40? 12? 14.55"""	448820.59598	4450575.96679	-105.60137	40.20403	"W105? 36? 04.91"""	"N40? 12? 14.5"""	7/12/2005	H071217B.cor	10.00000	4.00000	184.00000	2.00000	5.00000	448826.98199000000	4450570.65678000000
W-14/051	Tahosa	90678	449626.56700	4449827.50700	-105.59184	40.19923	"W105? 35? 30.62"""	"N40? 11? 57.22"""	449580.43062	4450036.59315	-105.59240	40.19921	"W105? 35? 32.62"""	"N40? 11? 57.17"""	7/12/2005	H071218B.cor	11.00000	4.00000	124.00000	3.00000	2.00000	449586.80984700000	4450031.29347000000
W-15-1/055	Thunder Lake	90684	445240.66700	4452628.92200	-105.64360	40.22419	"W105? 38? 36.97"""	"N40? 13? 27.09"""	445194.47876	4452838.07326	-105.64416	40.22418	"W105? 38? 38.99"""	"N40? 13? 27.04"""	7/23/2005	G072315A.cor	9.00000	5.00000	135.00000	2.00000	14.00000	445200.89912800000	4452832.71528000000
W-15-2/055	Thunder Lake	90684	445227.33900	4452693.14500	-105.64377	40.22477	"W105? 38? 37.56"""	"N40? 13? 29.17"""	445181.15069	4452902.29697	-105.64433	40.22475	"W105? 38? 39.57"""	"N40? 13? 29.12"""	8/8/2005	G080819A.cor	7.00000	6.00000	131.00000	3.00000	6.00000	445187.57109500000	4452896.93844000000
W-15-3/055	Thunder Lake	90684	445282.45500	4452674.31900	-105.64312	40.22460	"W105? 38? 35.22"""	"N40? 13? 28.57"""	445236.26739	4452883.47029	-105.64368	40.22459	"W105? 38? 37.23"""	"N40? 13? 28.52"""	7/23/2005	G072315A.cor	11.00000	6.00000	126.00000	2.00000	25.00000	445242.68722900000	4452878.11240000000
W-15-G/055	Thunder Lake	90684	445278.06600	4452730.16700	-105.64317	40.22511	"W105? 38? 35.42"""	"N40? 13? 30.38"""	445231.87842	4452939.31884	-105.64373	40.22509	"W105? 38? 37.44"""	"N40? 13? 30.33"""	7/23/2005	G072315A.cor	12.00000	4.00000	172.00000	2.00000	5.00000	445238.29821800000	4452933.96053000000
W-15-S/055	Thunder Lake	90684	445298.06400	4452418.97700	-105.64291	40.22230	"W105? 38? 34.48"""	"N40? 13? 20.29"""	445251.87616	4452628.12582	-105.64347	40.22229	"W105? 38? 36.49"""	"N40? 13? 20.24"""	8/8/2005	G080817A.cor	6.00000	6.00000	133.00000	2.00000	7.00000	445258.29627000000	4452622.76977000000
W-16/057	Upper Ouzel Creek	90687	444969.72900	4449450.50900	-105.64652	40.19554	"W105? 38? 47.46"""	"N40? 11? 43.94"""	444923.53193	4449659.63357	-105.64708	40.19552	"W105? 38? 49.47"""	"N40? 11? 43.89"""	7/25/2005	G072518A.cor	3.00000	2.00000	124.00000	1.00000	5.00000	444929.96049600000	4449654.29450000000
W-2/047	Beaver Mill	90673	450760.29700	4451644.74800	-105.57866	40.21567	"W105? 34? 43.17"""	"N40? 12? 56.4"""	450714.17964	4451853.83988	-105.57921	40.21565	"W105? 34? 45.17"""	"N40? 12? 56.35"""	8/9/2005	H080916A.cor	5.00000	3.00000	125.00000	2.00000	4.00000	450720.54259600000	4451848.53892000000
W-3/046	Campers Creek	90672	451957.48200	4451616.05000	-105.56459	40.21548	"W105? 33? 52.51"""	"N40? 12? 55.72"""	451911.38030	4451825.13072	-105.56514	40.21546	"W105? 33? 54.52"""	"N40? 12? 55.67"""	8/9/2005	G080915A.cor	5.00000	3.00000	123.00000	2.00000	3.00000	451917.73051600000	4451819.84086000000
W-4-1/058	Finch Lake	90688	449485.41300	4448214.29600	-105.59337	40.18469	"W105? 35? 36.13"""	"N40? 11? 04.87"""	449439.27117	4448423.36910	-105.59393	40.18467	"W105? 35? 38.14"""	"N40? 11? 04.82"""	7/11/2005	G071116A.cor	7.00000	3.00000	123.00000	2.00000	2.00000	449445.65551600000	4448418.07852000000
W-4-2/058	Finch Lake	90688	449451.61000	4448228.35700	-105.59377	40.18481	"W105? 35? 37.56"""	"N40? 11? 05.32"""	449405.46778	4448437.43053	-105.59433	40.18480	"W105? 35? 39.57"""	"N40? 11? 05.27"""	7/11/2005	G071116B.cor	7.00000	3.00000	128.00000	2.00000	3.00000	449411.85243300000	4448432.13955000000
W-4-G/058	Finch Lake	90688	449421.38400	4448129.65800	-105.59411	40.18392	"W105? 35? 38.81"""	"N40? 11? 02.11"""	449375.24117	4448338.73092	-105.59467	40.18391	"W105? 35? 40.82"""	"N40? 11? 02.06"""	7/11/2005	G071116C.cor	11.00000	6.00000	129.00000	2.00000	7.00000	449381.62636000000	4448333.44031000000
W-5/045	Hole in the Wall	90671	452372.92000	4451657.00000	-105.55971	40.21587	"W105? 33? 34.95"""	"N40? 12? 57.14"""	452326.82387	4451866.07729	-105.56026	40.21586	"W105? 33? 36.95"""	"N40? 12? 57.08"""	8/9/2005	H080918A.cor	9.00000	8.00000	122.00000	2.00000	6.00000	452333.16952900000	4451860.79097000000
W-6/048	Hunters Creek	90675	450381.22200	4451757.78400	-105.58312	40.21666	"W105? 34? 59.23"""	"N40? 12? 59.99"""	450335.09992	4451966.88033	-105.58368	40.21665	"W105? 35? 01.24"""	"N40? 12? 59.93"""	8/9/2005	G080916A.cor	12.00000	4.00000	123.00000	2.00000	5.00000	450341.46667100000	4451961.57520000000
W-7-L/054	North St. Vrain	90681	448389.77400	4450531.49700	-105.60642	40.20550	"W105? 36? 23.13"""	"N40? 12? 19.78"""	448343.62314	4450740.60056	-105.60698	40.20548	"W105? 36? 25.14"""	"N40? 12? 19.73"""	7/12/2005	H071218A.cor	6.00000	4.00000	121.00000	2.00000	3.00000	448350.01382500000	4450735.28518000000
W-7-U/054	North St. Vrain	90681	448402.00700	4450551.86600	-105.60628	40.20568	"W105? 36? 22.62"""	"N40? 12? 20.45"""	448355.85634	4450760.96964	-105.60684	40.20566	"W105? 36? 24.63"""	"N40? 12? 20.39"""	7/23/2005	G072315A.cor	12.00000	5.00000	131.00000	2.00000	26.00000	448362.24685500000	4450755.65423000000
W-8/056	Ouzel Lake	90686	446324.56500	4449940.44400	-105.63064	40.20004	"W105? 37? 50.3"""	"N40? 12? 00.15"""	446278.38623	4450149.56087	-105.63120	40.20003	"W105? 37? 52.32"""	"N40? 12? 00.09"""	9/24/2005	G092417B.cor	5.00000	2.00000	133.00000	2.00000	3.00000	446284.79979500000	4450144.23071000000
W-9-1/059	Pear Creek	90689	447354.56800	4447374.27100	-105.61833	40.17699	"W105? 37? 05.98"""	"N40? 10? 37.15"""	447308.39749	4447583.35539	-105.61889	40.17697	"W105? 37? 08."""	"N40? 10? 37.1"""	7/11/2005	G071117A.cor	10.00000	4.00000	121.00000	2.00000	7.00000	447314.80532800000	4447578.05144000000
W-9-2/059	Pear Creek	90689	447366.85600	4447328.23100	-105.61818	40.17657	"W105? 37? 05.45"""	"N40? 10? 35.66"""	447320.68556	4447537.31487	-105.61874	40.17656	"W105? 37? 07.46"""	"N40? 10? 35.61"""	7/11/2005	G071117B.cor	12.00000	5.00000	144.00000	2.00000	6.00000	447327.09335800000	4447532.01133000000
W-9-3/059	Pear Creek	90689	447402.85700	4447348.64600	-105.61776	40.17676	"W105? 37? 03.94"""	"N40? 10? 36.33"""	447356.68705	4447557.72973	-105.61832	40.17674	"W105? 37? 05.95"""	"N40? 10? 36.28"""	7/11/2005	G071118A.cor	5.00000	3.00000	124.00000	2.00000	3.00000	447363.09444600000	4447552.42638000000
