GHCN ID,Station Name,County,State,Elevation,Latitude,Longitude,1-Feb,2-Feb,3-Feb,4-Feb,5-Feb,6-Feb,7-Feb,8-Feb,9-Feb,10-Feb,11-Feb,12-Feb,13-Feb,14-Feb,15-Feb,16-Feb,17-Feb,18-Feb,19-Feb,20-Feb,21-Feb,22-Feb,23-Feb,24-Feb,25-Feb,26-Feb,27-Feb,28-Feb
USC00057337,SAGUACHE,SAGUACHE,Colorado,7739,38.09,-106.15,3,2,2,4,4,3,2,1,1,1,1,1,3,4,4,3,4,6,4,2,2,1,1,1,4,1,1,3
US1COJF0395,EVERGREEN 2.0 ESE,JEFFERSON,Colorado,7736,39.62,-105.31,0,M,M,0,M,M,M,0,M,M,0,M,M,0.5,0.5,M,M,6,4,2,1,T,M,M,7,5,3.5,2.5
US1COGN0052,GUNNISON 0.8 N,GUNNISON,Colorado,7734,38.56,-106.93,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,8,M,M,M,M,M,M,M,M,M,M,M,M
USC00055519,MESA 5SSE,MESA,Colorado,7728,39.09,-108.12,13,12,12,19,18,17,17,17,17,17,16,17,17,20,20,21,26,26,25,23,25,23,22,21,22,22,21,21
USC00056205,OURAY NO. 2,OURAY,Colorado,7716,38.03,-107.67,10,9,9,17,14,13,12,11,10,12,10,9,9,11,13,14,19,19,16,14,18,15,14,12,10,11,8,8
USC00057296,RUSTIC 9WSW,LARIMER,Colorado,7695,40.7,-105.71,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,2,0,1,0,0,0,0,0,0,2,1,2,1
USC00055706,MONTE VISTA 2W,RIO GRANDE,Colorado,7693,37.58,-106.19,4,4,3,2,2,2,1,T,T,T,0,0,0,1,1,0,0,7,5,4,3,2,T,T,0,0,0,0
US1COCC0018,EVERGREEN 3.5 W,CLEAR CREEK,Colorado,7676,39.64,-105.41,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,3.5,2,M,M
US1CORG0002,MONTEVISTA 2.7 SSE,RIO GRANDE,Colorado,7652,37.55,-106.12,M,M,M,M,M,M,M,M,M,M,M,M,M,0,0.5,M,M,4,M,M,M,M,M,M,M,0,M,M
US1CORG0010,MONTE VISTA 2.4 E,RIO GRANDE,Colorado,7649,37.58,-106.1,5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,4,M,M,M,M,M,M,M,M,M,M
USC00058582,VALLECITO DAM,LA PLATA,Colorado,7642,37.38,-107.58,M,15,13,12,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,16,15,15
US1COLR0987,ESTES PARK 1.8 SSE,LARIMER,Colorado,7640,40.35,-105.5,M,M,M,T,T,T,0.2,M,M,T,M,T,1,2.5,2,1.5,1,3,2,1,T,T,T,T,3,2,1,0.5
USC00053662,GUNNISON 3SW,GUNNISON,Colorado,7620,38.53,-106.97,6,6,5,4,4,4,4,4,3,5,4,4,M,M,7,8,8,8,7,7,6,6,6,6,5,5,5,5
USC00059096,WILLIAMS FORK DAM,GRAND,Colorado,7616,40.04,-106.2,2,2,2,3,3,5,5,4,3,4,3,3,7,8,8,8,M,8,8,8,8,8,0,M,M,7,9,9
USC00053016,FORT LEWIS,LA PLATA,Colorado,7612,37.23,-108.05,10,9,8,8,7,7,7,6,6,5,5,4,6,12,14,18,16,15,14,13,12,10,9,8,7,6,5,5
USC00058860,WAVERLY 1W,ALAMOSA,Colorado,7600,37.43,-106.03,0,0,0,0,0,0,0,0,0,0,0,0,0,T,T,0,0,6,4,4,2,2,T,T,0,0,0,0
US1COAM0001,ALAMOSA 5.8 WNW,ALAMOSA,Colorado,7587,37.51,-105.97,M,M,M,M,M,M,M,M,M,M,M,M,M,0.2,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COCF0055,SALIDA 1.8 SSW,CHAFFEE,Colorado,7582,38.51,-106.01,2,2,1.5,1,1,1,1,T,T,T,T,T,T,3,3,2,1.5,2,1.5,1,T,T,T,T,0.5,T,T,T
US1COLR0897,LIVERMORE 9.9 WSW,LARIMER,Colorado,7555,40.72,-105.41,T,T,T,T,T,T,T,T,T,T,T,T,0.5,2,2,1.5,1.5,6,5,4,3,2.5,2,1,5.5,4,3.5,3.5
USC00050128,ALAMOSA 1E,ALAMOSA,Colorado,7538,37.47,-105.86,0,0,0,0,0,T,0,0,0,0,0,0,0,1,1,1,0,3,1,1,T,0,0,0,0,0,0,0
USW00023061,ALAMOSA-BERGMAN FIELD,ALAMOSA,Colorado,7531,37.44,-105.86,0,0,0,0,0,T,0,0,0,0,0,0,0,1,1,1,T,3,1,1,T,0,0,0,0,0,0,0
US1COEP0066,BLACK FOREST 3.9 NNE,EL PASO,Colorado,7518,39.1,-104.64,M,M,M,3.5,3,3,2.5,1.5,1,0.5,T,T,T,1,2,1,0.5,2.5,2,1,1,0.5,M,T,5,3.5,2.5,2
US1COJF0484,EVERGREEN 1.8 N,JEFFERSON,Colorado,7503,39.66,-105.34,T,M,M,M,M,M,M,T,M,M,M,M,M,M,M,M,M,M,M,M,M,T,M,M,3,M,M,M
US1COAU0049,PAGOSA SPRINGS 4.7 E,ARCHULETA,Colorado,7496,37.26,-106.93,16,15,13,11,11,11,11,10,10,9.5,9.5,9.5,10,21,21,19,18,18,17,17,15,14.5,14,13,12.5,12.5,12,11.5
US1COMZ0077,MANCOS 6.7 ESE,MONTEZUMA,Colorado,7473,37.29,-108.19,8,7.8,5.5,4.8,4,3.5,3.2,2,2,M,M,0,0,9.5,9,13,9,8,M,6.5,5.5,4.5,3.5,3,2,M,T,T
USC00054664,KREMMLING,GRAND,Colorado,7458,40.06,-106.37,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,3,3
US1COJF0424,EVERGREEN 1.3 NNE,JEFFERSON,Colorado,7452,39.65,-105.34,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,4,3,2.5,3,M,M,M,3,1.5,T,M
US1COLP0098,BAYFIELD 6.2 N,LA PLATA,Colorado,7445,37.32,-107.6,12,11,10,8,8,8,8,7,6,6,5,5,5,20,20,22,20,18,17,16,15,14,13,12,11,10,9,9
US1COEP0396,BLACK FOREST 3.8 W,EL PASO,Colorado,7439,39.04,-104.74,2,2,1,6,5,5,4,3,3,2,2,2,2,3,4,4,3,9,8,6,7,6,4,2,8,8,6,5
US1COLP0061,DURANGO 4.8 WSW,LA PLATA,Colorado,7428,37.25,-107.95,16,15,12,9,8.5,8.5,8,7.5,7,6.5,6,5.5,5.5,14,15,17,16,15.5,15,14,12,11.5,11,10,9.5,9,8.5,8
US1CORT0063,OAK CREEK 4.7 E,ROUTT,Colorado,7401,40.26,-106.87,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2,M,M,M,M,M,M,M
US1COAU0026,PAGOSA SPRINGS 1.6 SSW,ARCHULETA,Colorado,7399,37.25,-107.03,M,10,9,8,8,7.5,7,6.5,6,6,5,4.5,5,13,13,11,10,9.5,9.5,8.5,7.5,7,6.5,6,5,5,4,4
USC00051060,BUCKHORN MTN 1 E,LARIMER,Colorado,7398,40.62,-105.3,0,0,0,T,0,0,T,0,0,0,0,T,1,2,2,1,1,5,4,4,2,1,T,0,6,4,3,3
USC00056520,PLACERVILLE,SAN MIGUEL,Colorado,7381,38.02,-108.05,6,6,5,8,7,6,6,5,5,8,4,3,2,5,5,9,12,15,13,12,14,14,13,13,12,12,11,10
US1COEP0365,PEYTON 5.4 NNW,EL PASO,Colorado,7343,39.09,-104.53,0,0,0,2,1.5,1,1,0.5,0,0,0,T,T,1.2,1.2,1,M,1.5,0.5,0,0.5,0,0,T,5.7,4.5,2.5,1.5
US1COEG0051,CARBONDALE 5.9 ENE,EAGLE,Colorado,7316,39.43,-107.11,8.5,8.3,8.1,10.5,9.8,10.8,10,9.5,9.5,9.1,8.4,8.3,11.2,11.4,11,15.2,13.8,13.6,13.6,13.6,13.4,13.2,12.5,11.7,12,12,12.5,12.5
US1COJF0011,GENESEE 1 SW,JEFFERSON,Colorado,7308,39.69,-105.29,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,5.5,M,M,M,M,M,M,6.6,M,M,M
US1COPT0017,REDSTONE 1.2 SW,PITKIN,Colorado,7299,39.17,-107.25,M,M,M,M,M,M,M,13,M,M,M,M,M,M,M,M,M,M,M,17.8,M,M,M,M,M,M,M,M
US1COEP0192,COLORADO SPRINGS 13.9 NNE,EL PASO,Colorado,7283,39.03,-104.75,M,M,M,5,M,M,M,M,M,M,M,M,1,1,1.5,M,M,4,M,M,M,0.5,M,M,M,5,M,M
US1COEP0055,MONUMENT 2.9 N,EL PASO,Colorado,7262,39.11,-104.86,T,T,T,7.5,5,3,2.5,1,T,T,0,0.5,T,2,1.5,1,0.5,6,5.5,3,4.5,1.2,0.5,T,4,3.5,2.5,2.5
US1COLP0106,BAYFIELD 5.5 N,LA PLATA,Colorado,7242,37.31,-107.61,M,M,M,M,M,M,M,M,M,M,M,M,8,23,M,24,M,M,M,M,M,M,M,M,M,M,M,M
US1COAU0037,PAGOSA SPRINGS 5.8 SSE,ARCHULETA,Colorado,7242,37.19,-106.98,12.5,11,11,9,8.8,8.5,8,8,7,7,6,5,M,M,14,11.5,M,M,14,13,12.5,13,11,10,M,9,8.5,8.5
US1COEP0017,MONUMENT 2.1 ENE,EL PASO,Colorado,7239,39.1,-104.83,T,T,0,7,3,2.8,T,T,T,T,T,0.4,T,1.5,1.5,1,0.3,7.9,5.5,2.5,1.4,T,T,T,3.5,1.5,T,M
US1COLA0033,AGUILAR 7.2 WSW,LAS ANIMAS,Colorado,7216,37.36,-104.77,T,T,T,1.8,T,T,T,T,T,T,T,T,T,1.2,1,T,0.7,7.8,7,3,2,T,T,T,2.4,1,T,T
US1COEP0357,COLORADO SPRINGS 12.5 NNE,EL PASO,Colorado,7211,39.0,-104.72,M,M,M,M,M,M,M,M,M,M,M,M,M,1.2,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00052494,EASTONVILLE 2 NNW,EL PASO,Colorado,7208,39.11,-104.6,T,T,T,4,3,2,1,1,T,T,T,T,T,2,2,1,2,2,1,1,1,T,T,1,4,2,2,2
US1COLP0113,BAYFIELD 5.2 N,LA PLATA,Colorado,7207,37.31,-107.61,13,12,10.5,9.5,9.5,9,9,9,9,8,7.5,7.5,6.5,21,19.5,21,19.5,17.5,17.5,16,16,15,15.5,13.5,13,12.5,12.5,12.5
USC00056280,PALMER LAKE,EL PASO,Colorado,7199,39.11,-104.92,0,0,0,9,4,3,2,T,T,T,0,T,T,2,2,1,1,7,6,3,3,2,1,T,3,2,1,T
US1CORT0043,STEAMBOAT SPRINGS 1.9 E,ROUTT,Colorado,7198,40.47,-106.79,22,M,M,23,M,M,M,M,24.5,M,M,M,M,M,M,40.5,M,M,M,M,M,M,37,M,36,M,38.5,M
US1COEL0076,ELBERT 4.6 SSE,ELBERT,Colorado,7185,39.16,-104.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1.4,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COEP0271,BLACK FOREST 4.7 WSW,EL PASO,Colorado,7166,39.01,-104.74,T,T,T,2.3,1.5,T,T,T,T,T,T,0.5,0.3,1.7,2,1.7,1.2,4.3,T,T,T,T,T,T,5,3.5,2.5,1
US1COEG0006,BASALT 5.8 E,EAGLE,Colorado,7162,39.38,-106.92,1.5,1.5,1,3,3,5,4,3,2,2,1.5,1,4,3.5,2,5,4.5,3.5,3,3,4.5,3,2.5,1.5,3.5,1.5,1.5,2
US1COLP0111,DURANGO 1.4 NW,LA PLATA,Colorado,7154,37.3,-107.89,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COEG0003,EDWARDS 1.3 WNW,EAGLE,Colorado,7154,39.65,-106.62,M,M,M,M,M,M,M,M,M,M,M,M,1.3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00055531,MESA VERDE NP,MONTEZUMA,Colorado,7140,37.2,-108.49,7,6,4,3,2,2,1,0,0,0,0,M,0,14,12,14,16,12,11,9,7,6,5,3,3,1,0,M
USC00057317,RYE 1SW,PUEBLO,Colorado,7139,37.91,-104.95,3,2,2,4,4,3,2,1,1,1,1,1,3,4,4,3,4,6,4,2,2,1,1,1,4,1,1,3
US1COLP0008,DURANGO 4.9 ESE,LA PLATA,Colorado,7121,37.26,-107.79,M,M,6,5,M,M,M,M,M,M,M,M,M,M,11,12,12,11,M,M,M,M,M,M,M,M,M,M
US1COPU0076,RYE 1.1 WSW,PUEBLO,Colorado,7116,37.91,-104.95,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,6,M,M,M,M,M,M,M,M,M,M
US1COLR0868,GLEN HAVEN 1.2 N,LARIMER,Colorado,7101,40.47,-105.43,0.5,0.5,0,0,0,T,0.5,0.5,0,0,0,0,2,3,3,3,2.5,6,5.5,4.5,4,3.5,3.5,3.5,6,6,7,6.5
US1COHF0041,WALSENBURG 11.5 W,HUERFANO,Colorado,7100,37.6,-104.99,M,M,M,3.5,M,M,M,M,M,M,M,M,M,2,2.2,1.5,0.5,2.5,1,M,2.5,M,M,M,5,5,M,M
US1COMZ0013,MANCOS 3.8 WNW,MONTEZUMA,Colorado,7048,37.38,-108.35,M,M,M,M,M,M,M,M,M,T,M,M,M,9,8,11,M,M,M,M,M,M,M,M,M,M,M,M
USC00057020,RIDGWAY,OURAY,Colorado,7047,38.15,-107.76,13,M,12,16,14,13,12,11,M,M,M,10,10,14,14,13,17,18,15,15,15,14,M,M,M,12,11,11
US1CORT0053,STEAMBOAT SPRINGS 0.7 ESE,ROUTT,Colorado,7047,40.48,-106.81,10.5,10.5,10,12,14,23.5,21,18,16.5,23,19,23.5,26.5,25.5,25.5,29,31,31,29,27.5,29.5,28,26.5,25,26.5,25,29,29.5
US1COBO0343,JAMESTOWN 2.5 SSE,BOULDER,Colorado,7043,40.08,-105.37,0,0,0,M,0,0.2,M,0,0,T,0,M,1.4,2.8,2.1,0.9,0,M,6.1,0.8,0.6,0,0,0,7.2,4.8,2.2,1.7
US1COEP0371,PEYTON 8.5 WSW,EL PASO,Colorado,7042,38.96,-104.61,T,T,T,1,T,T,T,T,0,0,M,0.1,0.1,1,1.5,1.5,T,3.5,2,T,T,T,T,T,7,4,2.5,2
US1COLP0083,HESPERUS 9.8 SW,LA PLATA,Colorado,7033,37.18,-108.15,M,M,M,M,M,M,M,M,M,M,M,M,M,8.1,8.1,11.9,M,M,M,M,M,M,M,M,M,M,M,M
US1CODR0014,CAHONE 4.6 NE,DOLORES,Colorado,7028,37.7,-108.76,5.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00058690,VIRGINIA DALE 7 ENE,LARIMER,Colorado,7013,40.97,-105.22,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,3,3,6,6,5,3,2,2,2,4,4,4,5
USC00052790,EVERGREEN,JEFFERSON,Colorado,7000,39.64,-105.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,2,0,0,0,5,1,1,0
US1COMZ0055,YELLOW JACKET 1.5 NW,MONTEZUMA,Colorado,6972,37.54,-108.74,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COEP0395,COLORADO SPRINGS 10.1 NNE,EL PASO,Colorado,6970,38.97,-104.75,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,5,M,M,M
USC00050756,BLACK FOREST 6WNW,EL PASO,Colorado,6955,39.03,-104.8,T,T,T,4,1,T,T,T,T,T,T,T,T,2,2,2,1,5,T,T,1,T,T,T,4,3,T,T
US1COEL0089,ELIZABETH 6.2 SSW,ELBERT,Colorado,6950,39.28,-104.65,M,M,M,3.5,2.5,2,1.5,T,M,M,M,M,M,M,1.5,1,T,M,M,T,1.3,T,M,M,2.5,M,M,T
USC00051786,CUMBRE VISTA - COLORADO SPRINGS 1,EL PASO,Colorado,6947,38.95,-104.71,T,0,0,1,0,0,0,0,0,0,0,T,T,1,2,1,1,4,3,1,1,T,T,0,6,5,3,1
US1COLR1026,DRAKE 4.3 WSW,LARIMER,Colorado,6945,40.41,-105.41,M,M,M,M,M,M,M,M,M,M,M,M,1.5,M,M,M,M,5,M,M,M,M,M,M,M,M,M,M
US1COEP0061,GLENEAGLE 0.4 WNW,EL PASO,Colorado,6917,39.05,-104.83,T,T,T,3,2,1.5,0.5,T,T,T,T,T,T,2.5,2,1,1,4.5,3,1.5,2,1,0.5,T,3.5,2,1,0.5
US1COMT0031,MONTROSE 7.3 ENE,MONTROSE,Colorado,6912,38.52,-107.75,M,M,M,3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COBO0159,BOULDER 3.6 WNW,BOULDER,Colorado,6904,40.04,-105.33,M,M,M,M,M,M,M,M,M,M,M,M,M,2.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1CODL0048,CRAWFORD 3.6 SW,DELTA,Colorado,6901,38.67,-107.66,M,M,M,2,M,M,0.5,M,M,2,M,2,0,7,6,7,7,5.5,5,4,3,2.5,2.5,M,0,M,2,M
USC00055327,MANCOS 1SW,MONTEZUMA,Colorado,6895,37.33,-108.32,3,2,1,0,0,0,0,0,0,0,0,0,3,9,7,9,8,7,6,5,4,3,2,1,1,0,0,0
US1COPT0015,CARBONDALE 10.0 S,PITKIN,Colorado,6889,39.25,-107.24,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.3,M,M,M,M,M,M,M,M,M,M
USC00051609,CIMARRON,MONTROSE,Colorado,6888,38.44,-107.56,0,0,0,1,1,T,T,M,M,2,0,0,0,3,1,3,2,1,0,0,0,0,0,0,0,2,M,M
US1CODG0315,PERRY PARK 3.7 ESE,DOUGLAS,Colorado,6881,39.25,-104.91,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.9,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00051528,CHEESMAN,JEFFERSON,Colorado,6878,39.22,-105.28,0,0,M,2,1,0,0,0,0,0,0,0,0,1,1,0,0,4,2,0,1,0,0,0,2,1,0,0
USC00057936,STEAMBOAT SPRINGS,ROUTT,Colorado,6864,40.49,-106.82,11,11,11,12,14,23,22,18,16,22,21,23,24,25,M,27,30,M,M,M,M,M,26,25,24,M,M,M
US1COEP0356,COLORADO SPRINGS 7.3 NE,EL PASO,Colorado,6849,38.91,-104.73,M,M,M,0,M,M,M,M,M,M,M,0.5,0.5,1,1.5,M,M,5.5,M,M,M,M,M,M,8,3,M,M
US1COPT0016,REDSTONE 4.9 N,PITKIN,Colorado,6838,39.25,-107.24,1,1,0,8,7.5,M,7.5,7.5,5.5,6,7,7,7,8,7,7.5,8.5,9,7.5,7.5,6.5,5.5,5,5,5.5,4,5.5,6.5
USC00055733,MONUMENT 3S,EL PASO,Colorado,6819,39.06,-104.87,0,0,0,4,2,1,0,0,0,0,0,0,0,1,1,1,1,4,3,2,0,0,0,0,4,3,0,0
US1CORT0028,STEAMBOAT SPRINGS 0.6 NNW,ROUTT,Colorado,6810,40.49,-106.82,12,12,M,12.5,15,22.5,21,19.5,M,23,21,23,23,23,23.5,27,28,26.5,26,25,26,25,24,23,24,23.5,26,26.5
US1COMZ0035,CORTEZ 10 WNW,MONTEZUMA,Colorado,6806,37.41,-108.75,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,10.5,M,M,M,M,M,M,M,M,M,M,M,M
US1COHF0014,WALSENBURG 8.7 W,HUERFANO,Colorado,6789,37.65,-104.93,M,M,M,3,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1CORT0045,STEAMBOAT SPRINGS 1.5 WNW,ROUTT,Colorado,6776,40.49,-106.85,M,M,M,M,M,24,M,M,M,M,M,M,M,M,M,28.5,M,M,M,M,M,M,M,M,M,M,29.5,28.5
US1COEP0282,COLORADO SPRINGS 6.9 NE,EL PASO,Colorado,6773,38.92,-104.75,M,M,M,0.2,0,M,M,M,M,M,T,0.5,0.5,1.5,2,1.5,1,4.5,4,1.5,1,1,T,0,6.7,5.3,2,1.5
US1COLP0070,REDMESA 4.2 NW,LA PLATA,Colorado,6769,37.14,-108.23,3.5,M,1,0,M,M,M,M,M,M,M,M,M,8,8.5,10,8,7,7,5.5,5,4.5,M,M,1.5,1,0,M
US1COPU0099,RYE 1.0 SSE,PUEBLO,Colorado,6747,37.91,-104.92,M,M,M,M,M,M,M,M,M,M,M,0.7,M,M,M,M,M,4,3.5,M,M,M,M,M,M,M,M,0.8
US1CODL0036,CRAWFORD 2.3 SW,DELTA,Colorado,6742,38.68,-107.64,M,M,M,4.5,M,M,M,M,M,7.3,M,M,M,7.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COEP0354,CALHAN 5.6 S,EL PASO,Colorado,6733,38.95,-104.31,M,M,M,2,1,1,M,M,M,M,M,0,0.5,2,2,2,1.5,2,1.5,M,M,M,M,M,6.5,3,1,M
US1COLR1019,ESTES PARK 10.5 SE,LARIMER,Colorado,6730,40.28,-105.37,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.5,M,M,M,M,M,M
US1COLR0672,VIRGINIA DALE 7.2 SSW,LARIMER,Colorado,6720,40.85,-105.4,M,M,M,M,T,T,M,M,M,M,M,M,2,3,2,2,2,5,4,3,2,1.5,0.5,M,7,5,3,M
US1CODG0293,FRANKTOWN 3.6 ESE,DOUGLAS,Colorado,6715,39.37,-104.68,T,T,T,3.5,2,1.5,1.5,T,T,T,T,0.5,T,1.5,1,1,T,1.5,1,T,2,1,T,T,2,1.5,1,1
US1COLR1240,LOVELAND 12.7 W,LARIMER,Colorado,6707,40.39,-105.31,M,M,M,M,M,M,M,M,M,M,M,M,0.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COEP0408,COLORADO SPRINGS 8.0 NNE,EL PASO,Colorado,6704,38.93,-104.74,T,T,0,0.4,0,0,0,0,0,0,0,0.6,0.5,1.5,1.6,1.5,0.5,4.9,4,T,T,T,T,0,6.5,5.1,3,0.5
US1COEG0064,GYPSUM 3.2 SE,EAGLE,Colorado,6703,39.63,-106.9,M,M,M,M,M,M,M,M,M,M,M,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COEP0378,PEYTON 9.2 SSW,EL PASO,Colorado,6698,38.91,-104.56,T,T,T,0.5,T,T,T,T,T,T,T,0.5,0.5,1.5,2,2,1,3.5,M,0.5,T,T,T,T,9.5,5,1.5,0.5
US1CODL0054,CEDAREDGE 1.3 E,DELTA,Colorado,6688,38.9,-107.9,7.5,7,6,3.5,3.5,3,2.5,2.5,2,3,2,2.5,1.5,2.5,3.5,4.5,4.5,4.5,3.5,3,2,1,1,0.5,T,T,T,T
US1COEP0258,COLORADO SPRINGS 7.0 NNW,EL PASO,Colorado,6688,38.93,-104.86,M,M,M,1,M,M,M,M,M,M,M,M,M,M,M,1,1,6,5,3,2.5,1,0.5,M,5,4,1.5,1
USC00051441,CEDAREDGE 1E,DELTA,Colorado,6687,38.9,-107.9,7,7,6,3,3,3,3,3,2,3,2,2,1,3,4,4,5,5,3,3,2,1,1,1,T,T,T,T
US1COLP0026,HESPERUS 13.3 SSW,LA PLATA,Colorado,6684,37.11,-108.14,2,1,1,0.5,0,M,0,0,0,0,0,0,0,7,8.5,10.5,8,8,7,6,4.5,4,3,1.5,1,0,0,0
US1COEP0207,COLORADO SPRINGS 7.1 NNW,EL PASO,Colorado,6683,38.94,-104.85,M,M,M,0.5,M,M,M,M,M,M,M,0.5,0.5,1,1.5,1.5,M,5,4,2.5,1,1,M,M,5,4,1,M
USC00055970,NORTHDALE,DOLORES,Colorado,6679,37.81,-109.01,6,5,4,1,1,1,1,T,T,1,T,0,T,6,6,10,10,9,8,8,7,6,5,4,4,4,3,3
US1COLR0735,LYONS 6.4 NW,LARIMER,Colorado,6665,40.28,-105.36,M,M,M,T,M,M,M,M,M,M,M,0,T,2.5,2.3,2,1.5,6,6,3,1.5,T,T,T,4.3,4,2.5,2.5
US1COEG0047,GYPSUM 2.5 ESE,EAGLE,Colorado,6650,39.63,-106.9,2.5,2.5,2.5,2.5,2,2,2,1.5,1,1,0.5,0.5,0.5,2,M,1,1,1,0.5,0.5,0.5,M,T,T,2.5,T,1,M
US1COEP0362,COLORADO SPRINGS 5.8 NNW,EL PASO,Colorado,6630,38.91,-104.87,M,M,M,0.8,M,M,M,M,M,M,M,0.4,M,M,2.2,M,M,M,M,M,M,M,M,M,M,5.6,M,M
US1COLP0110,DURANGO 9.4 NNE,LA PLATA,Colorado,6627,37.42,-107.83,M,M,M,M,M,1.5,M,M,M,M,M,M,M,M,M,M,M,M,M,6.5,M,4.5,M,3,M,M,M,M
USC00055795,BEULAH (MPEC),PUEBLO,Colorado,6625,38.05,-105.0,4,4,4,6,5,4,4,4,3,3,3,2,2,5,5,4,4,7,6,4,3,3,2,1,4,3,2,2
US1COEL0005,ELIZABETH 2.1 NW,ELBERT,Colorado,6616,39.38,-104.63,M,M,M,3.4,3,2,1.5,1,T,M,M,T,M,1,M,M,M,1.2,M,M,2,M,M,M,3.9,3,2,1
US1COLR0004,BELLVUE 5.9 W,LARIMER,Colorado,6612,40.6,-105.28,0,0,0,0,0,0,0.5,0,0,T,0,T,1.5,2.5,2.5,2,1.5,6.5,5.5,4.5,2,2,1,T,6,5,M,4
USC00052631,ELIZABETH 2NW,ELBERT,Colorado,6609,39.38,-104.63,0,0,0,3,3,2,1,1,T,T,T,T,T,1,1,T,T,1,1,T,2,1,1,T,4,3,2,1
US1COEP0037,COLORADO SPRINGS 5.7 WNW,EL PASO,Colorado,6602,38.91,-104.85,0,0,0,0.5,0,0,0,T,0,0,T,1,0.5,2.5,2,2,M,M,5,4.5,4,3,0,0,6,5,2.5,1.5
US1CODR0003,DOVE CREEK 12.4 SSW,DOLORES,Colorado,6602,37.6,-109.0,6.6,5,3,1,M,M,M,M,M,M,M,M,M,10,9,12,8.5,7,6.5,5.7,4.8,4,3.3,2.8,1.5,1,0.2,M
US1CODL0026,HOTCHKISS 7.1 WNW,DELTA,Colorado,6598,38.86,-107.83,5,4.5,4.5,0.5,0.5,0.5,0.5,T,M,1,T,0.5,0,1.5,2.5,4,5,4.5,4,2,1.5,1,T,T,T,T,T,T
US1COEL0075,ELIZABETH 2.0 NNE,ELBERT,Colorado,6584,39.39,-104.59,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,M,M,M,M,M,M,M,M,M,M,M,M,M
US1CODG0314,CASTLE ROCK 1.7 E,DOUGLAS,Colorado,6560,39.38,-104.82,T,0,0,5.5,4.5,4,4,3.5,3,3,3,3,3,4,4,3.5,3.5,6,5,3.5,5.5,4,3,1.5,5,4,1.5,1
US1COLP0091,FALFA 5.1 SW,LA PLATA,Colorado,6550,37.16,-107.86,5,4,3,2,2,1,T,T,T,T,T,T,T,7,7,10,7,7,7,M,M,4,3,2,2,T,T,T
USC00052435,DURANGO 8S,LA PLATA,Colorado,6549,37.16,-107.86,5,4,3,2,2,1,T,T,T,T,T,T,T,7,7,9,7,7,7,6,5,4,3,2,2,T,T,T
US1COEP0189,FALCON ESTATES 2.4 WNW,EL PASO,Colorado,6548,38.94,-104.84,M,M,M,M,M,M,M,M,M,M,M,M,M,1.2,M,M,M,M,M,M,M,M,M,M,M,M,M,M
