GHCN ID,Station Name,County,State,Elevation,Latitude,Longitude,1-Feb,2-Feb,3-Feb,4-Feb,5-Feb,6-Feb,7-Feb,8-Feb,9-Feb,10-Feb,11-Feb,12-Feb,13-Feb,14-Feb,15-Feb,16-Feb,17-Feb,18-Feb,19-Feb,20-Feb,21-Feb,22-Feb,23-Feb,24-Feb,25-Feb,26-Feb,27-Feb,28-Feb
US1COME0003,GRAND JUNCTION 8NNW,MESA,Colorado,4750,39.18,-108.62,M,M,M,M,T,M,M,M,M,M,0,0,0,T,M,0.1,0,0,0,0,0,0,0,0,0,0,0,0
US1COWE0318,GREELEY 4.6 WNW,WELD,Colorado,4750,40.44,-104.81,M,0,0,0,0,0,0,0,0,0,0,0,M,2,2,2,1.5,1,0.5,0.5,T,T,T,T,0.5,T,0,0
USC00056266,PALISADE,MESA,Colorado,4750,39.11,-108.35,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,T,0,0,0,0,0,0,T,0,T,0
US1COME0163,GRAND JUNCTION 4.4 E,MESA,Colorado,4732,39.09,-108.47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,T,T,0,0,0,0,0,0,0,0,T,0
US1COME0170,PALISADE 0.2 ENE,MESA,Colorado,4731,39.11,-108.36,M,M,M,M,M,M,M,M,M,M,M,M,M,0.5,M,0.9,1,M,M,M,M,M,M,M,T,M,M,M
USW00093058,PUEBLO MEMORIAL AIRPORT,PUEBLO,Colorado,4728,38.29,-104.51,0,0,0,0,0,0,0,0,T,T,T,1,1,2,2,2,1,2,2,T,0,0,0,0,3,T,0,0
US1COME0155,PALISADE 0.5 WSW,MESA,Colorado,4716,39.1,-108.37,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.5,M,M,M,M,M,M,M,M,M,M,M,M
US1COWE0517,EVANS 0.6 W,WELD,Colorado,4715,40.38,-104.71,0,M,0,0,0,0,0,T,T,T,T,0.2,T,2.5,2.5,M,2.5,2.5,M,M,M,0,0,0,1.5,M,0,0
USC00053553,GREELEY UNC,WELD,Colorado,4714,40.4,-104.7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,M,2,2,2,0,0,0,0,0,0,0,0,0
US1COWE0433,GREELEY 4.7 SSW,WELD,Colorado,4697,40.35,-104.76,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2,1,1.5,0.5,M,M,M,M,M,1.5,M,M,M
US1COWE0430,GREELEY 2.0 E,WELD,Colorado,4682,40.42,-104.71,M,M,M,M,M,M,M,T,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COME0125,GRAND JUNCTION 2.3 E,MESA,Colorado,4679,39.09,-108.51,0,0,0,M,M,0,0,0,0,0,0,0,M,T,T,T,0,0,0,0,0,0,0,0,0,0,T,0
US1COME0100,GRAND JUNCTION 3.7 SSE,MESA,Colorado,4676,39.04,-108.52,0,0,0,0,0,0,0,0,0,0,0,0,0,M,M,M,M,M,0,0,0,0,0,0,0,0,0,0
USC00053246,GATEWAY 1ENE,MESA,Colorado,4670,38.69,-108.96,0,0,0,T,0,0,0,0,0,0,0,0,0,0,T,T,0,0,0,0,0,0,0,0,0,0,0,0
US1COPU0060,PUEBLO 1.1 ENE,PUEBLO,Colorado,4664,38.27,-104.61,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1.8,M,M,M,M,M,M,M,M,M,M,M,M
US1COPU0103,PUEBLO 4.7 SE,PUEBLO,Colorado,4655,38.26,-104.55,0,0,0,0,0,0,0,0,0,0,T,1,1,2.2,2,1.5,0.5,1.5,0.5,0,0,0,0,0,3.5,T,T,T
US1COME0137,GRAND JUNCTION 3.6 W,MESA,Colorado,4652,39.08,-108.62,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,T,0,0,0,0,0,0,0,0,0,0,0,0
USC00058992,WFO PUEBLO,PUEBLO,Colorado,4652,38.28,-104.52,0,0,0,0,0,0,0,0,T,T,T,1,2,2,2,2,1,0,0,0,0,0,0,T,T,0,0,0
US1COME0153,CLIFTON 1.2 E,MESA,Colorado,4651,39.08,-108.44,M,M,M,0,M,M,M,M,M,0,M,M,0,T,M,0.5,T,T,M,M,M,M,M,M,M,M,0,M
US1COWA0021,LAST CHANCE 6.1 N,WASHINGTON,Colorado,4641,39.83,-103.57,M,M,M,M,M,M,M,M,M,M,M,M,M,M,5.1,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COME0069,GRAND JUNCTION 4.0 W,MESA,Colorado,4629,39.09,-108.63,0,0,0,0,0,0,0,0,M,0,0,0,0,T,T,T,0,0,0,0,0,0,0,0,0,0,M,0
US1COME0049,GRAND JUNCTION 1.0 ESE,MESA,Colorado,4628,39.07,-108.54,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.4,M,M,M,M,M,M,M,M,M,M,M,M
US1COME0148,GRAND JUNCTION 3.0 ESE,MESA,Colorado,4622,39.07,-108.5,M,M,M,M,M,M,M,M,M,M,M,M,M,0.4,M,0.2,M,M,M,M,M,M,M,M,M,M,M,M
US1COME0169,ORCHARD MESA 1.5 NW,MESA,Colorado,4605,39.05,-108.54,M,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COME0154,GRAND JUNCTION 1.3 SSW,MESA,Colorado,4604,39.07,-108.56,M,M,M,M,M,M,M,M,M,M,M,M,M,0.5,M,0.5,M,M,M,M,M,M,M,M,M,M,M,M
US1COMR0111,WIGGINS 1.1 S,MORGAN,Colorado,4558,40.21,-104.08,M,M,M,M,M,M,M,T,T,T,T,T,M,2,2,2,M,M,M,M,M,M,M,M,M,M,M,M
US1COWE0340,KERSEY 4.5 E,WELD,Colorado,4557,40.39,-104.47,M,M,M,M,M,M,M,M,M,M,M,0.5,0.5,2.5,2.5,2.5,3,3,M,1.5,0,M,M,M,0.5,0,M,M
USC00050109,AKRON 4 E,WASHINGTON,Colorado,4541,40.16,-103.14,0,0,0,0,0,1,1,0,1,1,1,1,2,3,3,3,4,4,M,3,1,0,0,0,0,0,0,0
US1COME0175,FRUITA 0.7 NE,MESA,Colorado,4541,39.16,-108.72,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,T,0,0,0,0,0,0,0,0,0,0,0,0
USC00050424,AVONDALE 1 N,PUEBLO,Colorado,4501,38.26,-104.35,M,M,M,M,M,M,M,M,M,0,0,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00053146,FRUITA,MESA,Colorado,4497,39.14,-108.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USC00054945,LEROY 5 WSW,LOGAN,Colorado,4466,40.51,-102.99,0,0,0,0,0,0,0,0,0,M,0,1,3,4,3,3,3,3,3,1,0,0,0,0,0,0,0,0
US1COLG0040,STERLING 15 SE,LOGAN,Colorado,4451,40.51,-102.99,M,M,M,M,M,0.2,M,M,M,M,M,M,3,4,M,3,3,M,M,M,T,M,M,M,M,0,M,M
US1COWA0080,OTIS 5.7 W,WASHINGTON,Colorado,4437,40.16,-103.07,M,T,T,M,0,0.5,0.2,T,0.3,0.7,0.7,1,2,3,3,3,2.5,2.6,2.5,2,M,M,T,T,T,T,T,T
US1COKC0084,STRATTON .25 WNW,KIT CARSON,Colorado,4425,39.3,-102.61,M,M,M,M,M,M,M,M,M,M,M,M,M,3,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COKC0123,STRATTON 0.1 N,KIT CARSON,Colorado,4405,39.3,-102.6,0,0,0,T,0,0,0,1,T,T,T,T,1,3,3,3,3,3,3,1,T,T,0,0,T,0,0,0
USC00053038,FORT MORGAN,MORGAN,Colorado,4375,40.26,-103.87,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,3,6,5,M,M,M,M,M,M,M,M,M,M
USC00059213,WOODROW 6NNE,MORGAN,Colorado,4373,40.08,-103.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,0,1,0,0,0,0,0,0,0
US1COCR0008,CROWLEY 0.2 E,CROWLEY,Colorado,4351,38.19,-103.85,M,M,M,M,M,M,M,M,M,M,M,0.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00056131,ORDWAY 4 W,CROWLEY,Colorado,4349,38.21,-103.82,T,0,0,0,0,0,0,0,0,T,0,T,T,1,2,2,2,3,2,2,T,T,T,0,T,0,0,0
US1COMR0043,BRUSH 4.9 SSE,MORGAN,Colorado,4320,40.19,-103.59,M,M,M,M,M,M,M,M,M,M,M,M,M,0.5,M,M,M,6,M,M,T,M,M,M,M,M,M,M
US1COMR0083,BRUSH 7.3 SSE,MORGAN,Colorado,4303,40.15,-103.6,M,M,M,M,M,M,M,M,M,M,T,M,0.5,3,3,3,5.5,5,4,M,0.5,M,M,M,M,M,M,M
USC00054603,KIT CARSON,CHEYENNE,Colorado,4301,38.76,-102.8,0,0,0,0,0,0,0,T,M,T,1,M,T,6,M,M,4,3,1,1,0,0,0,0,T,0,M,M
US1COLG0066,FLEMING 6.6 S,LOGAN,Colorado,4274,40.59,-102.84,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0
USC00054380,JOES,YUMA,Colorado,4274,39.66,-102.68,0,M,0,T,M,T,M,T,M,0,0,T,T,3,3,3,1,1,1,T,T,M,M,0,0,0,0,0
USC00052947,FLEMING 3SW,LOGAN,Colorado,4255,40.65,-102.86,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,3,3,1,M,M,M,M,M
US1COMR0001,BRUSH 0.8 S,MORGAN,Colorado,4254,40.25,-103.62,M,M,M,M,M,M,M,M,M,M,M,M,M,3,M,M,4,M,M,M,M,M,M,M,M,M,M,M
US1COMR0002,BRUSH 1.3 W,MORGAN,Colorado,4254,40.26,-103.65,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,4,M,M,M,M,M,M,M,M,M,M,M
US1COMR0084,BRUSH 0.3 E,MORGAN,Colorado,4244,40.26,-103.63,M,M,M,M,M,M,M,M,M,M,M,M,0.9,2.7,M,M,4.1,M,M,M,M,M,M,M,M,M,M,M
US1COOT0042,LA JUNTA 17.5 S,OTERO,Colorado,4236,37.73,-103.5,M,M,M,M,M,M,M,M,M,M,M,M,T,3.8,3.8,M,M,3,M,M,M,M,M,M,M,M,M,M
US1COYU0024,LIBERTY 5.5 NW,YUMA,Colorado,4228,39.7,-102.71,M,M,M,T,M,T,T,T,T,T,T,T,T,1.5,1.5,1.5,1.5,1.5,1.5,0.5,0.5,M,M,M,T,M,M,M
US1COMR0081,HILLROSE 2.5 SSW,MORGAN,Colorado,4215,40.29,-103.55,M,M,M,M,M,0.5,M,M,M,M,M,M,M,2.5,M,M,4.5,M,M,M,M,M,M,M,M,M,M,M
USC00052446,EADS,KIOWA,Colorado,4211,38.48,-102.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,1,0,0,0,0,1,0,0,0
US1COKW0004,EADS .45 E,KIOWA,Colorado,4209,38.48,-102.77,M,M,M,M,M,M,M,M,M,M,M,M,M,M,3.5,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00054726,LA JUNTA 20 S,OTERO,Colorado,4209,37.75,-103.48,0,0,0,4,1,0,0,0,0,0,0,0,0,4,4,4,3,4,3,2,1,0,0,0,0,0,0,0
USC00051121,BURLINGTON,KIT CARSON,Colorado,4161,39.31,-102.26,0,0,0,0,0,0,0,0,1,1,1,1,1,3.5,3,3,3,3,2,1,1,0,0,0,0,0,0,0
USC00051539,CHERAW 1 N,OTERO,Colorado,4146,38.12,-103.51,0,0,0,0,0,0,0,0,T,T,T,T,T,3,3,3,2,2,2,1,0,0,0,0,1,0,0,0
US1COOT0006,CHERAW .15 NNE,OTERO,Colorado,4143,38.11,-103.51,0,0,0,0,0,0,0,0,0,0,0,T,T,3,4,3,2.6,3.2,2.8,1.5,0,0,0,0,1,0,0,0
US1COYU0059,KIRK 6.2 E,YUMA,Colorado,4136,39.61,-102.48,M,M,M,0.3,M,0.1,0.1,T,0.2,T,T,M,T,3.5,M,M,M,M,T,M,M,M,M,M,M,M,M,M
USC00059295,YUMA,YUMA,Colorado,4133,40.12,-102.72,M,M,M,M,M,0,0,M,M,M,M,1,3,5,3,2,M,M,M,M,M,M,M,M,M,M,0,M
USC00059297,YUMA 10 NW,WASHINGTON,Colorado,4109,40.21,-102.81,M,M,M,M,M,0,0,M,0,M,0,0,1,3,3,3,3,3,2,1,0,0,M,M,M,M,M,M
US1COKW0038,EADS 6.1 ESE,KIOWA,Colorado,4108,38.45,-102.67,M,M,M,M,M,M,M,M,M,M,M,M,M,M,3.5,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00051268,CAMPO 7 S,BACA,Colorado,4104,37.01,-102.55,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,2,T,0,0,0,0,0,0,0,0
USC00054724,LA JUNTA,OTERO,Colorado,4088,37.98,-103.54,0,0,0,0,0,0,0,0,0,0,0,T,T,3,3,3,2,3,3,2,T,0,0,0,0,0,0,0
USC00057582,SHERIDAN LAKE,KIOWA,Colorado,4069,38.47,-102.3,0,0,0,0,0,0,0,T,T,T,T,T,T,2,2,2,1,1,T,T,0,0,0,0,0,0,0,0
USC00050306,ARAPAHOE 12S,CHEYENNE,Colorado,4064,38.68,-102.16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0
US1COKC0080,BURLINGTON 8.4  NNE,KIT CARSON,Colorado,4041,39.42,-102.2,M,M,M,0.3,M,M,M,M,M,1,1,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00057586,SHERIDAN LAKE 4E,KIOWA,Colorado,4038,38.47,-102.22,M,M,M,M,M,M,M,T,T,0.3,M,T,T,1,2,2,1,1,T,M,M,M,M,M,M,M,M,M
US1COPH0037,HAXTUN 0.2 N,PHILLIPS,Colorado,4034,40.65,-102.63,M,M,M,M,M,M,M,M,M,M,M,M,M,5.8,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00057515,SEDGWICK 5 S,SEDGWICK,Colorado,3995,40.87,-102.52,0,0,0,0,0,1,1,1,1,1,1,2,3,5,5,5,5,4,4,3,2,2,0,0,0,0,0,0
US1COBN0008,LAS ANIMAS 8.1 NE,BENT,Colorado,3985,38.14,-103.11,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.5,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00058793,WALSH 1 W,BACA,Colorado,3977,37.38,-102.3,0,0,0,T,0,0,0,T,T,1,2,2,2,4,4,4,3,2,2,1,0,0,0,0,0,0,0,0
USC00054242,IDALIA,YUMA,Colorado,3964,39.7,-102.29,0,0,0,T,0,T,T,T,T,T,T,T,1,6,6,5,5,4,3,1,0,0,0,0,0,0,0,0
US1COLG0035,STERLING 2.6 SSW,LOGAN,Colorado,3946,40.61,-103.23,M,M,M,M,M,M,M,M,T,T,0.3,M,3,5,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLG0067,ILIFF 8.9 NE,LOGAN,Colorado,3936,40.86,-102.96,0,0,0,0,0,T,1.5,1.5,1.5,1.5,1.5,1.5,4,4,4,4,4,3,3,3,1.5,0.5,0,0,0,0,0,0
USC00058345,TOWNER,KIOWA,Colorado,3927,38.47,-102.08,0,0,0,0,0,0,0,0,T,T,0,0,T,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0
USC00054834,LAS ANIMAS,BENT,Colorado,3889,38.06,-103.22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,T,T,0,0,0,0,0,T,0,0,0
US1COYU0048,VERNON 7.1 S,YUMA,Colorado,3861,39.84,-102.32,M,M,M,M,M,0.5,M,M,M,M,M,0.2,0.5,4,4,2.5,2.5,M,M,M,M,M,M,M,M,M,M,M
USC00058613,VERNON 4ENE,YUMA,Colorado,3820,39.98,-102.25,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,3,3,2,1,0,0,0,0,0,0,0
US1COYU0062,VERNON 3.6 NNE,YUMA,Colorado,3818,39.98,-102.25,M,M,M,M,M,M,M,M,M,M,M,M,2,4.5,4.5,4.5,4,M,3,M,0.5,M,M,M,M,M,M,M
USC00054388,JOHN MARTIN DAM,BENT,Colorado,3813,38.06,-102.93,0,0,0,0,0,0,0,0,0,0,0,0,M,M,M,1,1,1,0,0,0,0,0,0,0,0,0,0
USC00054082,HOLYOKE,PHILLIPS,Colorado,3779,40.55,-102.34,0,0,0,0,0,1,2,2,2,2,2,2,5,6,5,5,5,4,4,3,2,0,0,0,0,0,0,0
US1COPH0014,HOLYOKE .59 SW,PHILLIPS,Colorado,3746,40.58,-102.31,M,M,M,M,M,1.3,2.5,2.5,2.5,2.5,2.5,2.5,4.5,6.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COPH0045,HOLYOKE 0.3 WSW,PHILLIPS,Colorado,3745,40.58,-102.31,M,M,M,0,M,1.5,3,M,M,M,M,M,4.5,6.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COPW0034,LAMAR 2.9 S,PROWERS,Colorado,3742,38.04,-102.61,0,M,M,M,M,M,M,M,M,M,M,M,M,M,2.5,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00051996,CROOK,LOGAN,Colorado,3708,40.86,-102.8,0,0,0,0,0,T,3,3,3,3,3,3,5,5,5,5,5,5,5,5,4,4,1,0,0,0,0,0
US1COYU0068,WRAY 4.2 NNE,YUMA,Colorado,3681,40.14,-102.2,M,M,M,T,M,M,M,M,M,T,T,M,1,4,4.5,3,M,2,1,1,T,M,M,M,M,M,M,M
US1COYU0052,WRAY 19 NNE,YUMA,Colorado,3628,40.35,-102.14,1.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00054770,LAMAR,PROWERS,Colorado,3626,38.09,-102.63,0,0,0,T,0,0,0,T,T,0,T,T,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
USC00059243,WRAY,YUMA,Colorado,3552,40.08,-102.21,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,5,4,3,3,2,0,0,0,0,0,0,0,0
US1COSG0004,JULESBURG 0.1 WNW,SEDGWICK,Colorado,3483,40.99,-102.27,M,M,M,M,M,M,M,M,M,M,M,M,5,M,2,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00054413,JULESBURG,SEDGWICK,Colorado,3476,40.99,-102.27,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00054076,HOLLY,PROWERS,Colorado,3400,38.05,-102.13,0,0,0,0,0,0,0,0,0,T,T,T,T,2,2,2,1,1,T,0,0,0,0,0,0,0,0,0
US1COPU0134,PUEBLO WEST 3.7 NNE,PUEBLO,Colorado,3014,38.4,-104.7,M,M,M,M,M,M,M,M,M,M,M,M,M,1.7,M,M,M,M,M,M,M,0,M,M,0,M,M,M
US1COCF0065,BUENA VISTA 2.0 ESE,CHAFFEE,Colorado,8635,38.82,-106.11,M,M,M,M,M,M,M,M,M,M,M,M,M,1.6,M,M,M,5.8,M,M,M,M,M,M,M,M,M,M
